R_GM,R_ST,R_BF,L_GM,L_ST,L_BF
1.20E-05,4.14E-05,-3.73E-05,-1.18E-05,2.42E-05,0.000185265
1.20E-05,4.59E-05,-4.09E-05,-1.40E-05,2.36E-05,0.000178643
1.02E-05,4.71E-05,-4.63E-05,-1.37E-05,2.20E-05,0.000159636
7.63E-06,4.89E-05,-5.18E-05,-1.01E-05,2.20E-05,0.000135351
5.57E-06,5.39E-05,-5.47E-05,-6.81E-06,2.46E-05,0.000115848
4.57E-06,6.01E-05,-5.60E-05,-6.92E-06,2.82E-05,0.000105168
4.80E-06,6.46E-05,-5.83E-05,-9.62E-06,3.10E-05,9.84E-05
5.56E-06,6.85E-05,-6.24E-05,-1.02E-05,3.37E-05,9.12E-05
6.57E-06,7.33E-05,-6.83E-05,-7.85E-06,3.79E-05,8.67E-05
7.41E-06,7.97E-05,-7.38E-05,-7.77E-06,4.25E-05,8.45E-05
7.10E-06,9.21E-05,-7.62E-05,-8.84E-06,4.38E-05,8.32E-05
6.48E-06,0.000109782,-7.78E-05,-6.87E-06,3.84E-05,8.40E-05
6.52E-06,0.00012305,-7.99E-05,-4.23E-06,2.65E-05,8.31E-05
7.89E-06,0.000126345,-7.96E-05,-3.28E-06,1.47E-05,7.50E-05
9.16E-06,0.000122695,-7.79E-05,-4.17E-06,1.37E-05,6.46E-05
1.05E-05,0.00011728,-7.48E-05,-4.79E-06,1.48E-05,5.46E-05
1.13E-05,0.000112689,-7.20E-05,-6.41E-06,1.24E-05,4.65E-05
9.99E-06,0.000110873,-6.84E-05,-9.83E-06,1.04E-05,4.22E-05
8.83E-06,0.000110997,-6.04E-05,-1.28E-05,6.83E-06,4.11E-05
1.05E-05,0.000111713,-4.50E-05,-1.27E-05,-1.35E-06,4.15E-05
1.35E-05,0.000113577,-2.38E-05,-8.02E-06,-9.67E-06,4.32E-05
1.57E-05,0.000115401,-8.09E-06,-4.04E-06,-1.43E-05,4.63E-05
1.60E-05,0.000117655,-8.77E-06,-4.71E-06,-1.89E-05,4.74E-05
1.59E-05,0.000121017,-2.01E-05,-9.32E-06,-2.45E-05,4.59E-05
1.53E-05,0.000126478,-2.62E-05,-1.30E-05,-3.09E-05,4.84E-05
1.41E-05,0.000133277,-2.43E-05,-1.33E-05,-3.26E-05,6.00E-05
1.41E-05,0.000142462,-1.94E-05,-1.10E-05,-2.97E-05,7.55E-05
1.58E-05,0.000154864,-1.70E-05,-9.69E-06,-2.78E-05,8.63E-05
1.58E-05,0.000168807,-1.91E-05,-1.13E-05,-2.79E-05,8.95E-05
1.39E-05,0.000180232,-2.28E-05,-1.34E-05,-2.52E-05,8.82E-05
1.29E-05,0.000183452,-2.38E-05,-1.31E-05,-1.95E-05,8.52E-05
1.38E-05,0.0001747,-2.34E-05,-1.06E-05,-1.65E-05,8.55E-05
1.59E-05,0.000158881,-2.52E-05,-7.79E-06,-1.81E-05,9.33E-05
1.78E-05,0.000143017,-2.91E-05,-5.13E-06,-1.74E-05,0.000105377
1.89E-05,0.000127007,-3.36E-05,-2.17E-06,-1.35E-05,0.000113654
1.87E-05,0.000110138,-3.98E-05,3.97E-07,-1.21E-05,0.000116814
1.88E-05,9.10E-05,-4.76E-05,-5.89E-07,-1.12E-05,0.000118331
1.77E-05,7.06E-05,-5.42E-05,-3.93E-06,-7.83E-06,0.000120237
1.48E-05,5.66E-05,-5.80E-05,-7.57E-06,-3.52E-06,0.00011917
1.31E-05,4.98E-05,-6.08E-05,-9.91E-06,2.88E-06,0.000113161
1.30E-05,4.18E-05,-6.41E-05,-9.41E-06,7.27E-06,0.000106876
1.25E-05,3.31E-05,-6.83E-05,-6.63E-06,3.52E-06,9.99E-05
1.18E-05,6.52E-06,-7.08E-05,-3.35E-06,-2.83E-06,8.99E-05
1.03E-05,-0.000147759,-7.27E-05,-1.72E-06,-6.59E-06,8.24E-05
7.46E-06,-0.000529702,-7.56E-05,-7.23E-07,-4.06E-06,7.72E-05
5.07E-06,-0.000928721,-7.40E-05,-1.21E-06,-2.69E-06,6.81E-05
4.91E-06,-0.00113668,-6.70E-05,-1.98E-06,-6.60E-06,6.04E-05
5.65E-06,-0.00121257,-5.75E-05,6.14E-07,-1.27E-05,5.61E-05
5.08E-06,-0.00124499,-5.06E-05,3.47E-06,-1.77E-05,4.90E-05
5.71E-06,-0.00128457,-4.94E-05,5.13E-06,-1.88E-05,3.79E-05
6.15E-06,-0.00131552,-5.12E-05,3.98E-06,-1.98E-05,2.83E-05
3.44E-06,-0.00133211,-5.40E-05,1.27E-06,-2.29E-05,2.43E-05
1.03E-06,-0.00132191,-5.80E-05,7.02E-07,-2.83E-05,2.30E-05
2.09E-06,-0.00128123,-6.24E-05,5.99E-06,-3.31E-05,1.97E-05
3.74E-06,-0.00121507,-6.59E-05,1.38E-05,-3.68E-05,1.31E-05
2.16E-06,-0.00114173,-6.82E-05,1.89E-05,-3.80E-05,6.43E-06
-9.00E-07,-0.00107576,-6.83E-05,2.17E-05,-3.40E-05,4.46E-06
-2.54E-06,-0.00101445,-6.53E-05,2.48E-05,-2.82E-05,8.52E-06
-2.01E-06,-0.00095264,-6.04E-05,2.92E-05,-2.59E-05,1.54E-05
1.84E-07,-0.000884706,-5.60E-05,3.30E-05,-2.61E-05,2.10E-05
2.88E-06,-0.000815773,-5.73E-05,3.44E-05,-2.72E-05,2.32E-05
4.85E-06,-0.000744347,-6.43E-05,3.25E-05,-2.87E-05,2.71E-05
5.87E-06,-0.000670689,-7.10E-05,3.14E-05,-2.84E-05,4.19E-05
5.37E-06,-0.00059357,-7.13E-05,3.50E-05,-2.80E-05,3.75E-05
4.26E-06,-0.000519583,-6.84E-05,3.99E-05,-3.18E-05,-5.47E-05
4.01E-06,-0.000442845,-6.92E-05,4.21E-05,-3.44E-05,-0.000195213
4.92E-06,-0.000369215,-7.12E-05,4.18E-05,-3.22E-05,-0.000282597
5.14E-06,-0.000297474,-7.41E-05,4.17E-05,-2.89E-05,-0.000307768
5.16E-06,-0.000228744,-7.89E-05,4.13E-05,-2.69E-05,-0.000302014
6.26E-06,-0.000158898,-7.78E-05,4.01E-05,-2.77E-05,-0.000289992
6.50E-06,-9.17E-05,-6.36E-05,4.10E-05,-2.96E-05,-0.000275127
7.31E-06,-2.94E-05,-3.86E-05,4.35E-05,-3.04E-05,-0.000257038
9.79E-06,2.33E-05,-1.16E-05,4.46E-05,-3.37E-05,-0.000238476
1.24E-05,6.87E-05,2.23E-06,4.08E-05,-3.95E-05,-0.000219625
1.43E-05,0.000119429,-3.01E-06,3.31E-05,-4.04E-05,-0.000197475
1.49E-05,0.000174762,-1.79E-05,2.68E-05,-3.62E-05,-0.000175277
1.44E-05,0.000228296,-2.98E-05,2.49E-05,-3.33E-05,-0.000155964
1.41E-05,0.000275241,-3.28E-05,2.49E-05,-3.24E-05,-0.000137406
1.48E-05,0.000315256,-2.86E-05,2.38E-05,-2.90E-05,-0.000119305
1.55E-05,0.00035297,-2.45E-05,1.99E-05,-2.38E-05,-0.000100473
1.44E-05,0.000393715,-2.48E-05,1.58E-05,-2.33E-05,-8.12E-05
1.23E-05,0.000435239,-2.66E-05,1.30E-05,-2.71E-05,-6.16E-05
1.12E-05,0.000470563,-2.79E-05,9.77E-06,-2.71E-05,-4.34E-05
1.30E-05,0.000499366,-2.90E-05,5.52E-06,-2.15E-05,-2.61E-05
1.73E-05,0.000527976,-3.12E-05,1.39E-06,-1.60E-05,-1.10E-05
2.05E-05,0.000558274,-3.57E-05,-3.02E-06,-1.29E-05,5.96E-06
2.03E-05,0.000591161,-4.14E-05,-8.44E-06,-1.16E-05,2.74E-05
1.89E-05,0.000621577,-4.57E-05,-1.23E-05,-1.57E-05,4.71E-05
2.00E-05,0.000643608,-4.98E-05,-1.33E-05,-2.38E-05,5.51E-05
2.33E-05,0.000654301,-5.62E-05,-1.13E-05,-2.86E-05,5.21E-05
2.47E-05,0.000658149,-6.19E-05,-7.88E-06,-2.75E-05,4.56E-05
2.28E-05,0.000659402,-6.14E-05,-6.85E-06,-2.40E-05,4.14E-05
2.08E-05,0.00066573,-5.77E-05,-9.62E-06,-2.13E-05,3.94E-05
2.13E-05,0.000675295,-5.50E-05,-1.43E-05,-2.02E-05,3.95E-05
2.36E-05,0.000678075,-5.24E-05,-1.78E-05,-2.50E-05,4.72E-05
2.55E-05,0.000672403,-4.75E-05,-1.74E-05,-3.11E-05,5.90E-05
2.52E-05,0.000669597,-4.13E-05,-1.59E-05,-3.04E-05,6.34E-05
2.36E-05,0.000677833,-4.12E-05,-1.63E-05,-2.87E-05,5.70E-05
2.17E-05,0.000685071,-4.65E-05,-1.76E-05,-2.81E-05,4.21E-05
1.82E-05,0.000681535,-4.75E-05,-1.81E-05,-2.89E-05,2.98E-05
1.53E-05,0.00067432,-4.23E-05,-1.88E-05,-3.23E-05,2.38E-05
1.35E-05,0.000673303,-3.38E-05,-1.96E-05,-3.63E-05,1.99E-05
1.31E-05,0.000677725,-2.60E-05,-2.05E-05,-3.95E-05,1.41E-05
1.33E-05,0.000674411,-2.31E-05,-2.16E-05,-4.33E-05,6.68E-06
1.40E-05,0.000661788,-2.83E-05,-2.44E-05,-4.82E-05,1.70E-06
1.48E-05,0.000647236,-3.79E-05,-2.48E-05,-5.16E-05,4.68E-07
1.59E-05,0.000637404,-4.84E-05,-2.17E-05,-4.99E-05,-1.04E-06
1.73E-05,0.000631482,-5.88E-05,-1.85E-05,-4.47E-05,-6.55E-06
1.65E-05,0.000622444,-6.72E-05,-1.69E-05,-4.12E-05,-1.18E-05
1.43E-05,0.000607095,-7.31E-05,-1.53E-05,-4.06E-05,-1.41E-05
1.41E-05,0.000592042,-7.62E-05,-1.17E-05,-4.01E-05,-1.37E-05
1.56E-05,0.000581972,-7.46E-05,-7.22E-06,-3.74E-05,-1.07E-05
1.59E-05,0.000574817,-6.70E-05,-3.90E-06,-3.34E-05,-1.85E-06
1.59E-05,0.000568755,-5.58E-05,-3.48E-06,-2.92E-05,1.15E-05
1.76E-05,0.000560538,-4.49E-05,-3.28E-06,-2.67E-05,2.49E-05
2.01E-05,0.000543883,-3.98E-05,-9.61E-07,-2.72E-05,3.83E-05
2.09E-05,0.000518552,-4.09E-05,1.79E-06,-2.93E-05,5.73E-05
2.07E-05,0.000493119,-4.40E-05,1.44E-06,-2.71E-05,7.57E-05
1.87E-05,0.000472907,-4.64E-05,-1.05E-06,-2.27E-05,9.08E-05
1.47E-05,0.000462673,-4.66E-05,-3.20E-06,-2.33E-05,0.000113375
1.21E-05,0.000455958,-3.79E-05,-3.56E-06,-2.63E-05,0.000145743
1.15E-05,0.000437169,-1.71E-05,-3.62E-06,-2.58E-05,0.000182583
1.06E-05,0.000410674,2.10E-06,-4.38E-06,-1.98E-05,0.000209903
1.05E-05,0.000386179,6.64E-06,-5.24E-06,-1.10E-05,0.000219655
1.19E-05,0.000365869,-4.47E-06,-3.13E-06,-3.55E-06,0.000220506
1.53E-05,0.000352888,-2.27E-05,-1.19E-06,-1.21E-06,0.000221253
1.99E-05,0.000339611,-3.47E-05,-2.07E-06,-6.03E-06,0.000225228
2.24E-05,0.00032546,-4.19E-05,-4.28E-06,-1.15E-05,0.00022932
2.16E-05,0.000314626,-4.80E-05,-6.09E-06,-1.30E-05,0.000233671
1.77E-05,0.000307737,-5.32E-05,-6.95E-06,-1.27E-05,0.000235755
1.48E-05,0.000301815,-5.81E-05,-6.90E-06,-8.77E-06,0.000236556
1.37E-05,0.000295224,-6.19E-05,-7.44E-06,-2.21E-06,0.00023497
1.24E-05,0.000289101,-6.23E-05,-9.74E-06,3.75E-06,0.000230859
1.06E-05,0.000283999,-5.93E-05,-1.25E-05,8.92E-06,0.000227157
8.47E-06,0.000278972,-5.59E-05,-1.50E-05,1.66E-05,0.000222073
5.51E-06,0.000270527,-5.40E-05,-1.59E-05,2.36E-05,0.000211703
2.17E-06,0.000257865,-5.63E-05,-1.52E-05,2.66E-05,0.000196963
7.90E-08,0.000241649,-6.28E-05,-1.21E-05,3.00E-05,0.000185649
-3.01E-07,0.000221351,-6.67E-05,-8.00E-06,3.71E-05,0.000175757
-8.93E-07,0.000199096,-6.61E-05,-2.79E-06,4.38E-05,0.000161376
-3.33E-06,0.000181313,-6.88E-05,4.77E-06,4.33E-05,0.000143579
-6.64E-06,0.000168172,-7.63E-05,1.47E-05,3.52E-05,0.000129759
-8.34E-06,0.000154235,-8.25E-05,2.40E-05,2.44E-05,0.000118816
-7.73E-06,0.000142456,-8.15E-05,2.90E-05,1.37E-05,0.000105925
-7.58E-06,0.000135316,-7.23E-05,2.97E-05,4.71E-06,8.85E-05
-7.82E-06,0.000127682,-6.04E-05,2.88E-05,4.78E-06,6.91E-05
-5.87E-06,0.000118399,-5.70E-05,2.91E-05,1.71E-05,5.34E-05
-2.77E-06,0.000105982,-6.43E-05,3.08E-05,3.28E-05,4.25E-05
7.12E-07,8.53E-05,-7.36E-05,3.18E-05,3.54E-05,3.16E-05
2.32E-06,6.42E-05,-7.94E-05,3.22E-05,2.63E-05,2.00E-05
1.01E-08,5.55E-05,-7.74E-05,3.36E-05,1.39E-05,1.05E-05
-3.68E-06,5.18E-05,-6.92E-05,3.61E-05,7.95E-07,4.14E-06
-7.20E-06,4.20E-05,-5.89E-05,3.82E-05,-4.02E-06,-5.35E-06
-8.54E-06,2.66E-05,-4.46E-05,3.96E-05,3.58E-07,-1.25E-05
-8.45E-06,1.27E-05,-3.18E-05,4.09E-05,6.94E-06,-1.03E-05
-8.73E-06,2.61E-06,-2.66E-05,4.43E-05,1.17E-05,-7.30E-06
-1.08E-05,-7.26E-06,-2.74E-05,4.56E-05,1.50E-05,-1.28E-05
-1.43E-05,-1.89E-05,-3.22E-05,3.95E-05,1.56E-05,-2.51E-05
-1.61E-05,-2.92E-05,-3.72E-05,3.16E-05,1.54E-05,-3.83E-05
-1.53E-05,-3.48E-05,-3.90E-05,2.85E-05,1.79E-05,-5.43E-05
-1.31E-05,-3.30E-05,-4.03E-05,2.62E-05,2.30E-05,-7.24E-05
-1.15E-05,-2.49E-05,-4.21E-05,2.16E-05,2.49E-05,-8.72E-05
-1.17E-05,-1.19E-05,-4.23E-05,1.75E-05,2.11E-05,-9.43E-05
-1.26E-05,1.07E-05,-4.41E-05,1.45E-05,1.44E-05,-9.83E-05
-1.33E-05,4.75E-05,-4.91E-05,1.04E-05,9.06E-06,-0.000103529
-1.32E-05,9.73E-05,-5.13E-05,4.35E-06,7.13E-06,-0.000109211
-1.31E-05,0.000156218,-4.78E-05,-4.91E-07,7.55E-06,-0.000110309
-1.41E-05,0.000223579,-4.15E-05,-1.33E-06,1.01E-05,-0.000107506
-1.43E-05,0.00029011,-3.31E-05,1.34E-06,1.47E-05,-0.000104832
-1.21E-05,0.000343202,-2.40E-05,4.00E-06,1.78E-05,-6.12E-05
-9.28E-06,0.000383839,-1.76E-05,5.06E-06,1.50E-05,0.000190957
-6.77E-06,0.000414253,-1.50E-05,4.65E-06,8.74E-06,0.000785984
-4.41E-06,0.000433189,-1.54E-05,3.35E-06,2.28E-06,0.00142486
-1.88E-06,0.000448567,-1.88E-05,7.61E-07,-3.26E-06,0.00175742
5.76E-07,0.000460668,-2.22E-05,-6.51E-07,-8.91E-06,0.00183262
1.92E-06,0.000465973,-1.49E-05,-1.29E-06,-1.58E-05,0.00181482
5.03E-07,0.00046826,4.49E-06,-4.49E-06,-1.87E-05,0.00179877
-2.85E-07,0.000469374,2.29E-05,-7.74E-06,-1.46E-05,0.00177126
2.76E-06,0.000468029,2.99E-05,-7.70E-06,-1.19E-05,0.0017158
7.69E-06,0.000463511,2.35E-05,-6.96E-06,-1.31E-05,0.00162547
1.22E-05,0.000450688,1.16E-05,-5.44E-06,-1.78E-05,0.00151557
1.33E-05,0.000431395,3.85E-06,-2.31E-06,-2.19E-05,0.00140219
1.46E-05,0.000410502,2.11E-06,-1.19E-06,-1.89E-05,0.00128341
1.83E-05,0.00038547,2.78E-06,-3.89E-06,-1.05E-05,0.00115683
2.14E-05,0.00035462,-4.61E-07,-8.11E-06,-1.65E-06,0.00102171
2.16E-05,0.000320094,-1.07E-05,-1.04E-05,5.53E-06,0.000884918
2.13E-05,0.000283989,-2.31E-05,-8.79E-06,1.03E-05,0.00074527
2.36E-05,0.000244004,-3.11E-05,-4.14E-06,8.96E-06,0.00060657
2.86E-05,0.000203956,-3.31E-05,6.33E-07,3.21E-07,0.000467675
3.21E-05,0.00016724,-3.45E-05,2.97E-06,-1.23E-05,0.000331736
3.19E-05,0.000130882,-3.90E-05,3.95E-06,-2.16E-05,0.000197138
3.16E-05,8.89E-05,-4.37E-05,4.01E-06,-2.60E-05,6.87E-05
3.22E-05,3.98E-05,-4.64E-05,2.15E-06,-3.11E-05,-5.56E-05
3.18E-05,-9.88E-06,-4.96E-05,-3.07E-07,-3.76E-05,-0.00017088
2.97E-05,-5.40E-05,-5.52E-05,-2.55E-06,-4.11E-05,-0.000278038
2.79E-05,-9.30E-05,-5.88E-05,-5.94E-06,-4.15E-05,-0.00038033
2.76E-05,-0.00012873,-5.74E-05,-9.37E-06,-3.97E-05,-0.000483343
2.84E-05,-0.000162558,-5.51E-05,-9.72E-06,-3.82E-05,-0.000583527
2.88E-05,-0.000196838,-5.26E-05,-7.83E-06,-4.07E-05,-0.000677608
2.76E-05,-0.000228253,-4.87E-05,-5.48E-06,-4.39E-05,-0.000762227
2.70E-05,-0.000254819,-4.82E-05,-3.68E-06,-4.15E-05,-0.000839426
2.86E-05,-0.000280634,-5.14E-05,-3.64E-06,-3.82E-05,-0.000909216
3.00E-05,-0.000310929,-5.02E-05,-7.78E-06,-4.07E-05,-0.00097447
3.05E-05,-0.000338533,-4.16E-05,-1.30E-05,-4.33E-05,-0.00103165
3.11E-05,-0.00036525,-3.15E-05,-1.38E-05,-4.35E-05,-0.00107707
3.06E-05,-0.000398081,-2.95E-05,-1.35E-05,-4.51E-05,-0.0011154
2.87E-05,-0.00042609,-3.72E-05,-1.63E-05,-4.63E-05,-0.00114934
2.66E-05,-0.000447353,-4.77E-05,-1.87E-05,-4.30E-05,-0.00118068
2.46E-05,-0.000464402,-5.72E-05,-1.71E-05,-3.80E-05,-0.00120765
2.26E-05,-0.000478003,-6.34E-05,-1.32E-05,-3.82E-05,-0.0012334
2.08E-05,-0.000490278,-6.57E-05,-1.16E-05,-4.19E-05,-0.00124969
2.08E-05,-0.000503405,-6.70E-05,-1.42E-05,-4.46E-05,-0.00125611
2.17E-05,-0.00051401,-6.78E-05,-1.89E-05,-4.69E-05,-0.00125974
1.96E-05,-0.000525404,-6.50E-05,-2.13E-05,-4.87E-05,-0.00126355
1.61E-05,-0.000539796,-6.02E-05,-2.19E-05,-4.82E-05,-0.00126039
1.45E-05,-0.000551638,-5.76E-05,-2.08E-05,-4.94E-05,-0.00125055
1.50E-05,-0.000557063,-5.88E-05,-1.88E-05,-5.35E-05,-0.00123893
1.43E-05,-0.000559215,-6.18E-05,-1.71E-05,-5.51E-05,-0.00122614
1.16E-05,-0.000561739,-6.28E-05,-1.56E-05,-5.06E-05,-0.00120932
1.02E-05,-0.000561539,-6.12E-05,-1.34E-05,-4.52E-05,-0.0011914
1.27E-05,-0.000556786,-6.03E-05,-1.18E-05,-4.57E-05,-0.00117315
1.64E-05,-0.000547844,-6.10E-05,-1.30E-05,-5.08E-05,-0.00115231
1.69E-05,-0.000537805,-6.00E-05,-1.29E-05,-5.33E-05,-0.0011281
1.44E-05,-0.000526862,-5.78E-05,-8.36E-06,-5.06E-05,-0.0011015
1.25E-05,-0.00051598,-5.86E-05,-3.47E-06,-4.62E-05,-0.00107069
1.21E-05,-0.000505879,-6.09E-05,-2.64E-06,-4.18E-05,-0.00103398
1.27E-05,-0.000493677,-6.00E-05,-3.17E-06,-3.66E-05,-0.000996435
1.30E-05,-0.000476056,-5.77E-05,-1.36E-06,-2.98E-05,-0.000962727
1.23E-05,-0.000455872,-5.89E-05,1.48E-06,-2.60E-05,-0.000932279
1.18E-05,-0.000421898,-6.44E-05,1.27E-06,-2.47E-05,-0.000899698
1.17E-05,-0.000358712,-6.83E-05,-6.78E-08,-1.85E-05,-0.000868023
1.13E-05,-0.000284869,-6.99E-05,-2.16E-07,-1.14E-05,-0.00083729
8.55E-06,-0.000228267,-7.24E-05,1.90E-06,-1.59E-05,-0.000802971
6.22E-06,-0.000191899,-7.47E-05,5.70E-06,-2.56E-05,-0.000768203
6.97E-06,-0.000166791,-7.39E-05,6.87E-06,-3.10E-05,-0.000733299
9.76E-06,-0.000141891,-6.96E-05,5.94E-06,-2.97E-05,-0.000695815
1.20E-05,-0.000116075,-6.69E-05,3.98E-06,-2.32E-05,-0.00065477
1.22E-05,-9.05E-05,-6.86E-05,1.55E-06,-1.73E-05,-0.000613358
1.08E-05,-6.87E-05,-7.34E-05,2.27E-06,-1.08E-05,-0.000573066
8.74E-06,-5.16E-05,-7.58E-05,5.22E-06,-2.61E-06,-0.000534945
8.47E-06,-3.58E-05,-7.49E-05,7.36E-06,2.12E-06,-0.000502342
9.53E-06,-2.23E-05,-7.37E-05,9.17E-06,5.58E-07,-0.000474886
1.03E-05,-1.32E-05,-7.12E-05,1.26E-05,-2.35E-06,-0.000448819
1.02E-05,-8.61E-06,-6.62E-05,1.65E-05,-3.79E-06,-0.000424421
8.87E-06,-7.75E-06,-6.12E-05,1.76E-05,-3.43E-06,-0.000402987
6.25E-06,-1.08E-05,-5.85E-05,1.61E-05,-2.41E-06,-0.000382429
4.12E-06,-1.45E-05,-5.76E-05,1.51E-05,-2.77E-06,-0.000358959
3.19E-06,-1.21E-05,-5.71E-05,1.57E-05,-4.55E-06,-0.000327877
2.75E-06,3.74E-07,-5.28E-05,1.43E-05,-5.47E-06,-0.000289692
2.18E-06,1.54E-05,-4.12E-05,8.59E-06,-5.35E-06,-0.000249598
1.33E-06,2.42E-05,-2.33E-05,1.07E-06,-4.15E-06,-0.000213335
9.47E-08,2.44E-05,-8.59E-06,-3.87E-06,-2.09E-06,-0.000181723
5.79E-07,2.01E-05,-4.19E-06,-2.79E-06,-1.62E-06,-0.000153712
3.62E-06,1.38E-05,-6.67E-06,6.61E-08,-3.75E-06,-0.00012424
6.03E-06,8.86E-06,-1.32E-05,-3.57E-07,-6.55E-06,-8.91E-05
6.42E-06,6.15E-06,-2.17E-05,-5.53E-07,-6.70E-06,-4.79E-05
6.34E-06,1.10E-06,-2.70E-05,2.66E-06,-1.14E-06,-1.87E-06
6.09E-06,-6.73E-06,-2.68E-05,7.42E-06,5.02E-06,3.93E-05
4.43E-06,-1.17E-05,-2.37E-05,1.03E-05,6.69E-06,7.33E-05
3.29E-06,-2.05E-05,-2.21E-05,1.11E-05,6.13E-06,0.000100213
4.16E-06,-3.65E-05,-2.22E-05,1.18E-05,4.49E-06,0.000114759
5.92E-06,-5.13E-05,-1.99E-05,1.15E-05,1.65E-07,0.000124188
6.62E-06,-5.69E-05,-1.76E-05,1.09E-05,-7.78E-06,0.000137704
6.46E-06,-5.57E-05,-1.91E-05,1.09E-05,-1.32E-05,0.000157899
7.98E-06,-5.86E-05,-2.22E-05,1.08E-05,-1.45E-05,0.000176133
1.01E-05,-6.57E-05,-2.72E-05,1.13E-05,-1.66E-05,0.000192839
1.01E-05,-6.87E-05,-3.40E-05,1.12E-05,-2.29E-05,0.00020843
8.84E-06,-6.75E-05,-3.89E-05,1.16E-05,-2.90E-05,0.000224552
9.25E-06,-6.63E-05,-3.94E-05,1.47E-05,-3.17E-05,0.000241975
1.13E-05,-6.40E-05,-3.72E-05,1.83E-05,-3.17E-05,0.000258726
1.42E-05,-6.00E-05,-3.68E-05,2.11E-05,-2.91E-05,0.000273349
1.68E-05,-5.69E-05,-4.04E-05,2.33E-05,-2.78E-05,0.000284248
1.78E-05,-5.81E-05,-4.58E-05,2.58E-05,-2.81E-05,0.000293798
1.77E-05,-6.34E-05,-4.88E-05,2.76E-05,-2.79E-05,0.000304096
1.67E-05,-6.89E-05,-4.88E-05,2.76E-05,-2.57E-05,0.000317218
1.48E-05,-7.23E-05,-4.88E-05,2.64E-05,-2.21E-05,0.000331096
1.41E-05,-7.70E-05,-5.20E-05,2.72E-05,-2.24E-05,0.00034544
1.52E-05,-8.41E-05,-5.65E-05,3.15E-05,-2.73E-05,0.000355783
1.49E-05,-8.99E-05,-5.88E-05,3.62E-05,-2.87E-05,0.000360757
1.23E-05,-9.66E-05,-5.77E-05,3.76E-05,-2.26E-05,0.000364202
9.38E-06,-0.000109804,-5.43E-05,3.57E-05,-1.15E-05,0.000372247
6.75E-06,-0.000122969,-5.26E-05,3.45E-05,-2.44E-06,0.000383919
5.07E-06,-0.000130467,-5.40E-05,3.43E-05,-1.38E-07,0.000390485
5.17E-06,-0.000134905,-5.16E-05,3.22E-05,-9.07E-07,0.0003902
5.95E-06,-0.000136542,-3.94E-05,2.93E-05,1.15E-06,0.000389467
6.04E-06,-0.000140555,-2.48E-05,2.81E-05,3.90E-06,0.000388333
5.63E-06,-0.000151464,-1.63E-05,2.89E-05,4.26E-06,0.000385928
4.91E-06,-0.000163992,-1.20E-05,2.85E-05,2.30E-06,0.000381466
2.95E-06,-0.000175555,-9.86E-06,2.48E-05,-1.31E-06,0.00037607
-4.11E-07,-0.000185472,-1.38E-05,1.75E-05,-4.53E-06,0.0003725
-4.42E-06,-0.000189039,-2.03E-05,1.12E-05,-8.74E-06,0.000370597
-5.69E-06,-0.000185215,-2.06E-05,9.70E-06,-1.49E-05,0.000367671
-3.83E-06,-0.000178206,-1.78E-05,1.15E-05,-2.24E-05,0.000362428
-2.20E-06,-0.000171097,-1.85E-05,1.28E-05,-2.81E-05,0.000353067
-2.12E-06,-0.000160616,-2.24E-05,1.09E-05,-2.80E-05,0.000347292
-3.56E-06,-0.000143574,-2.54E-05,7.01E-06,-2.19E-05,0.000352515
-4.18E-06,-0.000124759,-2.60E-05,8.15E-07,-1.45E-05,0.000363174
-2.11E-06,-0.0001104,-2.29E-05,-5.29E-06,-8.21E-06,0.000370242
4.26E-07,-0.000101992,-1.26E-05,-1.01E-05,-1.47E-06,0.00036881
2.33E-07,-9.91E-05,4.11E-06,-1.51E-05,9.72E-06,0.000361071
-1.27E-06,-0.000100207,1.95E-05,-1.84E-05,2.40E-05,0.000353669
-5.84E-07,-0.000101827,2.63E-05,-1.75E-05,3.52E-05,0.000354005
1.22E-06,-0.000101322,2.52E-05,-1.48E-05,4.17E-05,0.000365272
1.73E-06,-9.95E-05,2.03E-05,-1.43E-05,4.70E-05,0.000386084
2.03E-06,-9.86E-05,1.02E-05,-1.36E-05,5.37E-05,0.00040406
2.97E-06,-9.76E-05,-5.88E-06,-1.02E-05,6.18E-05,0.000408077
3.87E-06,-9.65E-05,-2.26E-05,-7.47E-06,6.40E-05,0.000397951
4.53E-06,-9.71E-05,-3.58E-05,-8.62E-06,5.42E-05,0.000384135
5.46E-06,-9.51E-05,-4.55E-05,-1.27E-05,3.94E-05,0.000376163
7.37E-06,-8.90E-05,-5.07E-05,-1.66E-05,3.24E-05,0.000372087
1.02E-05,-8.37E-05,-5.09E-05,-1.73E-05,3.52E-05,0.000364739
1.37E-05,-8.01E-05,-5.18E-05,-1.49E-05,3.99E-05,0.00035383
1.67E-05,-7.35E-05,-5.14E-05,-1.16E-05,3.96E-05,0.000343032
1.71E-05,-6.04E-05,-4.49E-05,-1.18E-05,3.48E-05,0.000332854
1.71E-05,-4.72E-05,-2.93E-05,-1.19E-05,3.27E-05,0.000318061
2.03E-05,-4.27E-05,-1.29E-05,-1.12E-05,3.55E-05,0.000300853
2.42E-05,-4.23E-05,-1.03E-05,-9.10E-06,3.97E-05,0.000289294
2.45E-05,-3.69E-05,-2.09E-05,-5.83E-06,4.18E-05,0.000285131
